Date,GDP
2019-10-14,1380
2019-10-15,1360
2019-10-16,1410
2019-10-17,1450
2019-10-18,1390
2019-10-19,1360
2019-10-20,1370
2019-10-21,1340
2019-10-22,1350
2019-10-23,1370
2019-10-24,1360
2019-10-25,1330
2019-10-26,1310
2019-10-27,1340
2019-10-28,1380
2019-10-29,1410
2019-10-30,1420
2019-10-31,1450
2019-11-01,1490
2019-11-02,1510
2019-11-03,1540
2019-11-04,1530
2019-11-05,1510
2019-11-06,1540
2019-11-07,1550
2019-11-08,1510
2019-11-09,1490
2019-11-10,1520
2019-11-11,1550
2019-11-12,1520
2019-11-13,1500
2019-11-14,1480
2019-11-15,1530
2019-11-16,1510
2019-11-17,1490
2019-11-18,1470
2019-11-19,1450
2019-11-20,1440
2019-11-21,1410
2019-11-22,1410
2019-11-23,1390
2019-11-24,1370
2019-11-25,1350
2019-11-26,1370
2019-11-27,1330
2019-11-28,1290
2019-11-29,1350
2019-11-30,1340
2019-12-01,1320
2019-12-02,1290
2019-12-03,1250
2019-12-04,1210
2019-12-05,1190
2019-12-06,1180
2019-12-07,1150
2019-12-08,1110
2019-12-09,1090
2019-12-10,1130
2019-12-11,1170
2019-12-12,1140
2019-12-13,1160
2019-12-14,1170
2019-12-15,1180
2019-12-16,1150
2019-12-17,1180
2019-12-18,1170
2019-12-19,1140
2019-12-20,1140
2019-12-21,1190
2019-12-22,1140
2019-12-23,1180
2019-12-24,1150
2019-12-25,1170
2019-12-26,1210
2019-12-27,1190
2019-12-28,1200
2019-12-29,1210
2019-12-30,1180
2019-12-31,1160
2020-01-01,1190
2020-01-02,1180
2020-01-03,1160
2020-01-04,1190
2020-01-05,1170
2020-01-06,1180
2020-01-07,1150
2020-01-08,1190
2020-01-09,1150
2020-01-10,1180
2020-01-11,1150
2020-01-12,1110
2020-01-13,1140
2020-01-14,1110
2020-01-15,1120
2020-01-16,1150
2020-01-17,1130
2020-01-18,1140
2020-01-19,1130
2020-01-20,1150
2020-01-21,1180
2020-01-22,1170
2020-01-23,1160
2020-01-24,1140
2020-01-25,1110
2020-01-26,1090
2020-01-27,1140
2020-01-28,1160
2020-01-29,1180
2020-01-30,1180
2020-01-31,1170
2020-02-01,1150
2020-02-02,1160
2020-02-03,1200
2020-02-04,1180
2020-02-05,1190
2020-02-06,1190
2020-02-07,1150
2020-02-08,1160
2020-02-09,1130
2020-02-10,1130
2020-02-11,1120
2020-02-12,1140
2020-02-13,1180
2020-02-14,1190
2020-02-15,1200
2020-02-16,1210
2020-02-17,1240
2020-02-18,1230
2020-02-19,1240
2020-02-20,1220
2020-02-21,1250
