Date,GDP
2020-05-02,1032
2020-05-03,1030
2020-05-04,1035
2020-05-05,1032
2020-05-06,1035
2020-05-07,1034
2020-05-08,1035
2020-05-09,1030
2020-05-10,1030
2020-05-11,1031
2020-05-12,1030
2020-05-13,1034
2020-05-14,1032
2020-05-15,1030
2020-05-16,1035
2020-05-17,1032
2020-05-18,1033
2020-05-19,1032
2020-05-20,1033
2020-05-21,1032
2020-05-22,1031
2020-05-23,1033
2020-05-24,1035
2020-05-25,1034
2020-05-26,1032
2020-05-27,1034
2020-05-28,1030
2020-05-29,1030
2020-05-30,1016
2020-05-31,1015
2020-06-01,1018
2020-06-02,1015
2020-06-03,1017
2020-06-04,1017
2020-06-05,1018
2020-06-06,1019
2020-06-07,1019
2020-06-08,1019
2020-06-09,1017
2020-06-10,1017
2020-06-11,1017
2020-06-12,1018
2020-06-13,1018
2020-06-14,1018
2020-06-15,1015
2020-06-16,1020
2020-06-17,1016
2020-06-18,1016
2020-06-19,1020
2020-06-20,1018
2020-06-21,1015
2020-06-22,1018
2020-06-23,1016
2020-06-24,1019
2020-06-25,1015
2020-06-26,1018
2020-06-27,1015
2020-06-28,1017
2020-06-29,1016
2020-06-30,1019
2020-07-01,1020
2020-07-02,1018
2020-07-03,1019
2020-07-04,1020
